requisito,metodos,rota,endpoint,servicos_diretos,testes_de_servico_indiretos,observacao
AUTH-02 Roles,GET,/api/roles/permissions-disponiveis,role.listar_permissions_disponiveis,PermissionService.listar_agrupadas,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-02 Roles,GET,/api/roles/view,role.pagina,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/browserconfig.xml,main.browserconfig,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/configuracoes/home,main.settings_home,AcessoEmpresaService.possui_acesso_configuracoes,tests/test_permissions_security.py::test_login_nao_renderiza_configuracoes_e_bloqueia_url_direta,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/estoque/home,main.estoque_home,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/favicon.ico,main.favicon,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/financeiro/home,main.financeiro_home,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/home,main.home,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-01 Autenticacao,GET|POST,/login,auth.login,AuthService.logar,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-01 Autenticacao,POST,/logout,auth.logout,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/pdv/home,main.pdv_home,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
SAAS-01 Administracao de tenants,GET,/platform/home,platform.home,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-01 Autenticacao,GET|POST,/redefinir-senha,auth.redefinir_senha,AuthService.redefinir_senha,tests/test_sprint02_security.py::test_concurrent_reset_accepts_one_consumer|tests/test_sprint02_security.py::test_reset_token_is_hashed_tenant_bound_expiring_and_single_use,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
AUTH-01 Autenticacao,GET|POST,/senha,auth.alterar_senha,AuthService.alterar_senha,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
UI-01 Navegacao operacional,GET,/site.webmanifest,main.site_webmanifest,template/decorator/helper/consulta direta,LACUNA: sem teste direto de servico localizado,Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
